name,instance_count,def,synonyms,image_count,id,frequency,synset
persimmon,22,orange fruit resembling a plum; edible when fully ripe,['persimmon'],6,792,r,persimmon.n.02
person,13439,a human being,"['person', 'baby', 'child', 'boy', 'girl', 'man', 'woman', 'human']",1928,793,f,person.n.01
pet,103,a domesticated animal kept for companionship or amusement,['pet'],79,794,c,pet.n.01
pew_(church_bench),194,long bench with backs; used in church by the congregation,"['pew_(church_bench)', 'church_bench']",14,795,c,pew.n.01
phonebook,24,a directory containing an alphabetical list of telephone subscribers and their telephone numbers,"['phonebook', 'telephone_book', 'telephone_directory']",7,796,r,phonebook.n.01
phonograph_record,138,sound recording consisting of a typically black disk with a continuous groove,"['phonograph_record', 'phonograph_recording', 'record_(phonograph_recording)']",20,797,c,phonograph_record.n.01
piano,126,a keyboard instrument that is played by depressing keys that cause hammers to strike tuned strings and produce sounds,['piano'],114,798,f,piano.n.01
pickle,632,vegetables (especially cucumbers) preserved in brine or vinegar,['pickle'],221,799,f,pickle.n.01
pickup_truck,838,a light truck with an open body and low sides and a tailboard,['pickup_truck'],502,800,f,pickup.n.01
pie,228,dish baked in pastry-lined pan often with a pastry top,['pie'],62,801,c,pie.n.01
pigeon,1850,wild and domesticated birds having a heavy body and short legs,['pigeon'],87,802,c,pigeon.n.01
piggy_bank,5,a child's coin bank (often shaped like a pig),"['piggy_bank', 'penny_bank']",4,803,r,piggy_bank.n.01
pillow,6115,a cushion to support the head of a sleeping person,['pillow'],1912,804,f,pillow.n.01
pin_(non_jewelry),112,a small slender (often pointed) piece of wood or metal used to support or fasten or attach things,['pin_(non_jewelry)'],7,805,r,pin.n.09
pineapple,1636,large sweet fleshy tropical fruit with a tuft of stiff leaves,['pineapple'],186,806,f,pineapple.n.02
pinecone,141,the seed-producing cone of a pine tree,['pinecone'],18,807,c,pinecone.n.01
ping-pong_ball,4,light hollow ball used in playing table tennis,['ping-pong_ball'],4,808,r,ping-pong_ball.n.01
pinwheel,172,a toy consisting of vanes of colored paper or plastic that is pinned to a stick and spins when it is pointed into the wind,['pinwheel'],3,809,r,pinwheel.n.03
tobacco_pipe,7,a tube with a small bowl at one end; used for smoking tobacco,['tobacco_pipe'],7,810,r,pipe.n.01
pipe,4762,a long tube made of metal or plastic that is used to carry water or oil or gas etc.,"['pipe', 'piping']",1413,811,f,pipe.n.02
pistol,9,a firearm that is held and fired with one hand,"['pistol', 'handgun']",7,812,r,pistol.n.01
pita_(bread),28,usually small round bread that can open into a pocket for filling,"['pita_(bread)', 'pocket_bread']",12,813,c,pita.n.01
pitcher_(vessel_for_liquid),488,an open vessel with a handle and a spout for pouring,"['pitcher_(vessel_for_liquid)', 'ewer']",248,814,f,pitcher.n.02
pitchfork,4,a long-handled hand tool with sharp widely spaced prongs for lifting and pitching hay,['pitchfork'],4,815,r,pitchfork.n.01
pizza,4103,Italian open pie made of thin bread dough spread with a spiced mixture of e.g. tomato sauce and cheese,['pizza'],1881,816,f,pizza.n.01
place_mat,1123,a mat placed on a table for an individual place setting,['place_mat'],529,817,f,place_mat.n.01
plate,5214,dish on which food is served or from which food is eaten,['plate'],1932,818,f,plate.n.04
platter,148,a large shallow dish used for serving food,['platter'],50,819,c,platter.n.01
playpen,3,a portable enclosure in which babies may be left to play,['playpen'],3,820,r,playpen.n.01
pliers,49,a gripping hand tool with two hinged arms and (usually) serrated jaws,"['pliers', 'plyers']",28,821,c,pliers.n.01
plow_(farm_equipment),12,a farm tool having one or more heavy blades to break the soil and cut a furrow prior to sowing,"['plow_(farm_equipment)', 'plough_(farm_equipment)']",10,822,r,plow.n.01
plume,11,a feather or cluster of feathers worn as an ornament,['plume'],5,823,r,plume.n.02
pocket_watch,20,a watch that is carried in a small watch pocket,['pocket_watch'],5,824,r,pocket_watch.n.01
pocketknife,21,a knife with a blade that folds into the handle; suitable for carrying in the pocket,['pocketknife'],18,825,c,pocketknife.n.01
poker_(fire_stirring_tool),34,fire iron consisting of a metal rod with a handle; used to stir a fire,"['poker_(fire_stirring_tool)', 'stove_poker', 'fire_hook']",14,826,c,poker.n.01
pole,14276,a long (usually round) rod of wood or metal or plastic,"['pole', 'post']",1890,827,f,pole.n.01
polo_shirt,1695,a shirt with short sleeves designed for comfort and casual wear,"['polo_shirt', 'sport_shirt']",660,828,f,polo_shirt.n.01
poncho,14,a blanket-like cloak with a hole in the center for the head,['poncho'],8,829,r,poncho.n.01
pony,57,any of various breeds of small gentle horses usually less than five feet high at the shoulder,['pony'],25,830,c,pony.n.05
pool_table,10,game equipment consisting of a heavy table on which pool is played,"['pool_table', 'billiard_table', 'snooker_table']",10,831,r,pool_table.n.01
pop_(soda),951,a sweet drink containing carbonated water and flavoring,"['pop_(soda)', 'soda_(pop)', 'tonic', 'soft_drink']",218,832,f,pop.n.02
postbox_(public),57,public box for deposit of mail,"['postbox_(public)', 'mailbox_(public)']",36,833,c,postbox.n.01
postcard,276,a card for sending messages by post without an envelope,"['postcard', 'postal_card', 'mailing-card']",16,834,c,postcard.n.01
poster,3378,a sign posted in a public place as an advertisement,"['poster', 'placard']",808,835,f,poster.n.01
pot,1719,metal or earthenware cooking vessel that is usually round and deep; often has a handle and lid,['pot'],479,836,f,pot.n.01
flowerpot,3902,a container in which plants are cultivated,['flowerpot'],1404,837,f,pot.n.04
potato,4393,an edible tuber native to South America,['potato'],307,838,f,potato.n.01
potholder,112,an insulated pad for holding hot pots,['potholder'],57,839,c,potholder.n.01
pottery,272,ceramic ware made from clay and baked in a kiln,"['pottery', 'clayware']",28,840,c,pottery.n.01
pouch,131,a small or medium size container for holding or carrying things,['pouch'],80,841,c,pouch.n.01
power_shovel,16,a machine for excavating,"['power_shovel', 'excavator', 'digger']",11,842,c,power_shovel.n.01
prawn,779,any of various edible decapod crustaceans,"['prawn', 'shrimp']",92,843,c,prawn.n.01
pretzel,179,glazed and salted cracker typically in the shape of a loose knot,['pretzel'],20,844,c,pretzel.n.01
printer,217,a machine that prints,"['printer', 'printing_machine']",194,845,f,printer.n.03
projectile_(weapon),64,a weapon that is forcibly thrown or projected at a targets,"['projectile_(weapon)', 'missile']",23,846,c,projectile.n.01
projector,54,an optical instrument that projects an enlarged image onto a screen,['projector'],52,847,c,projector.n.02
propeller,1458,a mechanical device that rotates to push against air or water,"['propeller', 'propellor']",673,848,f,propeller.n.01
prune,8,dried plum,['prune'],2,849,r,prune.n.01
pudding,2,any of various soft thick unsweetened baked dishes,['pudding'],2,850,r,pudding.n.01
puffer_(fish),2,fishes whose elongated spiny body can inflate itself with water or air to form a globe,"['puffer_(fish)', 'pufferfish', 'blowfish', 'globefish']",1,851,r,puffer.n.02
puffin,4,seabirds having short necks and brightly colored compressed bills,['puffin'],2,852,r,puffin.n.01
pug-dog,13,small compact smooth-coated breed of Asiatic origin having a tightly curled tail and broad flat wrinkled muzzle,['pug-dog'],8,853,r,pug.n.01
pumpkin,1192,usually large pulpy deep-yellow round fruit of the squash family maturing in late summer or early autumn,['pumpkin'],80,854,c,pumpkin.n.02
puncher,6,a tool for making holes or indentations,['puncher'],3,855,r,punch.n.03
puppet,18,a small figure of a person operated from above with strings by a puppeteer,"['puppet', 'marionette']",3,856,r,puppet.n.01
puppy,57,a young dog,['puppy'],15,857,c,puppy.n.01
quesadilla,6,a tortilla that is filled with cheese and heated,['quesadilla'],2,858,r,quesadilla.n.01
quiche,33,a tart filled with rich unsweetened custard; often contains other ingredients (as cheese or ham or seafood or vegetables),['quiche'],10,859,r,quiche.n.02
quilt,513,bedding made of two layers of cloth filled with stuffing and stitched together,"['quilt', 'comforter']",386,860,f,quilt.n.01
rabbit,139,any of various burrowing animals of the family Leporidae having long ears and short tails,['rabbit'],65,861,c,rabbit.n.01
race_car,6,a fast car that competes in races,"['race_car', 'racing_car']",3,862,r,racer.n.02
racket,64,a sports implement used to strike a ball in various games,"['racket', 'racquet']",35,863,c,racket.n.04
radar,13,measuring instrument in which the echo of a pulse of microwave radiation is used to detect and locate distant objects,['radar'],5,864,r,radar.n.01
radiator,195,a mechanism consisting of a metal honeycomb through which hot fluids circulate,['radiator'],180,865,f,radiator.n.03
radio_receiver,123,an electronic receiver that detects and demodulates and amplifies transmitted radio signals,"['radio_receiver', 'radio_set', 'radio', 'tuner_(radio)']",99,866,c,radio_receiver.n.01
radish,519,pungent edible root of any of various cultivated radish plants,"['radish', 'daikon']",49,867,c,radish.n.03
raft,66,a flat float (usually made of logs or planks) that can be used for transport or as a platform for swimmers,['raft'],28,868,c,raft.n.01
rag_doll,3,a cloth doll that is stuffed and (usually) painted,['rag_doll'],1,869,r,rag_doll.n.01
raincoat,303,a water-resistant coat,"['raincoat', 'waterproof_jacket']",52,870,c,raincoat.n.01
ram_(animal),132,uncastrated adult male sheep,['ram_(animal)'],36,871,c,ram.n.05
raspberry,778,red or black edible aggregate berries usually smaller than the related blackberries,['raspberry'],70,872,c,raspberry.n.02
rat,6,any of various long-tailed rodents similar to but larger than a mouse,['rat'],6,873,r,rat.n.01
razorblade,35,a blade that has very sharp edge,['razorblade'],29,874,c,razorblade.n.01
reamer_(juicer),26,a squeezer with a conical ridged center that is used for squeezing juice from citrus fruit,"['reamer_(juicer)', 'juicer', 'juice_reamer']",24,875,c,reamer.n.01
rearview_mirror,3650,vehicle mirror (side or rearview),['rearview_mirror'],1115,876,f,rearview_mirror.n.01
receipt,89,an acknowledgment (usually tangible) that payment has been made,['receipt'],61,877,c,receipt.n.02
recliner,28,an armchair whose back can be lowered and foot can be raised to allow the sitter to recline in it,"['recliner', 'reclining_chair', 'lounger_(chair)']",18,878,c,recliner.n.01
record_player,22,machine in which rotating records cause a stylus to vibrate and the vibrations are amplified acoustically or electronically,"['record_player', 'phonograph_(record_player)', 'turntable']",18,879,c,record_player.n.01
reflector,3426,"device that reflects light, radiation, etc.",['reflector'],665,880,f,reflector.n.01
remote_control,2467,a device that can be used to control a machine or apparatus from a distance,['remote_control'],1096,881,f,remote_control.n.01
rhinoceros,50,massive powerful herbivorous odd-toed ungulate of southeast Asia and Africa having very thick skin and one or two horns on the snout,['rhinoceros'],29,882,c,rhinoceros.n.01
rib_(food),32,cut of meat including one or more ribs,['rib_(food)'],8,883,r,rib.n.03
rifle,37,a shoulder firearm with a long barrel,['rifle'],14,884,c,rifle.n.01
ring,2314,jewelry consisting of a circlet of precious metal (often set with jewels) worn on the finger,['ring'],1622,885,f,ring.n.08
river_boat,3,a boat used on rivers or to ply a river,['river_boat'],2,886,r,river_boat.n.01
road_map,3,(NOT A ROAD) a MAP showing roads (for automobile travel),['road_map'],3,887,r,road_map.n.02
robe,77,any loose flowing garment,['robe'],32,888,c,robe.n.01
rocking_chair,70,a chair mounted on rockers,['rocking_chair'],55,889,c,rocking_chair.n.01
rodent,2,relatively small placental mammals having a single pair of constantly growing incisor teeth specialized for gnawing,['rodent'],1,890,r,rodent.n.01
roller_skate,35,a shoe with pairs of rollers (small hard wheels) fixed to the sole,['roller_skate'],10,891,r,roller_skate.n.01
Rollerblade,31,an in-line variant of a roller skate,['Rollerblade'],10,892,r,rollerblade.n.01
rolling_pin,52,utensil consisting of a cylinder (usually of wood) with a handle at each end; used to roll out dough,['rolling_pin'],47,893,c,rolling_pin.n.01
root_beer,3,carbonated drink containing extracts of roots and herbs,['root_beer'],3,894,r,root_beer.n.01
router_(computer_equipment),41,a device that forwards data packets between computer networks,['router_(computer_equipment)'],29,895,c,router.n.02
rubber_band,574,a narrow band of elastic rubber used to hold things (such as papers) together,"['rubber_band', 'elastic_band']",342,896,f,rubber_band.n.01
runner_(carpet),32,a long narrow carpet,['runner_(carpet)'],25,897,c,runner.n.08
plastic_bag,3631,a bag made of paper or plastic for holding customer's purchases,"['plastic_bag', 'paper_bag']",1469,898,f,sack.n.01
saddle_(on_an_animal),955,a seat for the rider of a horse or camel,['saddle_(on_an_animal)'],521,899,f,saddle.n.01
saddle_blanket,648,stable gear consisting of a blanket placed under the saddle,"['saddle_blanket', 'saddlecloth', 'horse_blanket']",347,900,f,saddle_blanket.n.01
saddlebag,56,a large bag (or pair of bags) hung over a saddle,['saddlebag'],35,901,c,saddlebag.n.01
safety_pin,15,a pin in the form of a clasp; has a guard so the point of the pin will not stick the user,['safety_pin'],7,902,r,safety_pin.n.01
sail,863,a large piece of fabric by means of which wind is used to propel a sailing vessel,['sail'],207,903,f,sail.n.01
salad,171,food mixtures either arranged on a plate or tossed and served with a moist dressing; usually consisting of or including greens,['salad'],108,904,f,salad.n.01
salad_plate,6,a plate or bowl for individual servings of salad,"['salad_plate', 'salad_bowl']",2,905,r,salad_plate.n.01
salami,290,highly seasoned fatty sausage of pork and beef usually dried,['salami'],34,906,c,salami.n.01
salmon_(fish),27,any of various large food and game fishes of northern waters,['salmon_(fish)'],12,907,c,salmon.n.01
salmon_(food),14,flesh of any of various marine or freshwater fish of the family Salmonidae,['salmon_(food)'],10,908,r,salmon.n.03
salsa,22,spicy sauce of tomatoes and onions and chili peppers to accompany Mexican foods,['salsa'],13,909,c,salsa.n.01
saltshaker,543,a shaker with a perforated top for sprinkling salt,['saltshaker'],361,910,f,saltshaker.n.01
sandal_(type_of_shoe),3145,a shoe consisting of a sole fastened by straps to the foot,['sandal_(type_of_shoe)'],1023,911,f,sandal.n.01
sandwich,2315,two (or more) slices of bread with a filling between them,['sandwich'],782,912,f,sandwich.n.01
satchel,3,luggage consisting of a small case with a flat bottom and (usually) a shoulder strap,['satchel'],2,913,r,satchel.n.01
saucepan,26,a deep pan with a handle; used for stewing or boiling,['saucepan'],5,914,r,saucepan.n.01
saucer,555,a small shallow dish for holding a cup at the table,['saucer'],247,915,f,saucer.n.02
sausage,2704,highly seasoned minced meat stuffed in casings,['sausage'],221,916,f,sausage.n.01
sawhorse,5,a framework for holding wood that is being sawed,"['sawhorse', 'sawbuck']",4,917,r,sawhorse.n.01
saxophone,13,a wind instrument with a `J'-shaped form typically made of brass,['saxophone'],8,918,r,sax.n.02
scale_(measuring_instrument),178,a measuring instrument for weighing; shows amount of mass,['scale_(measuring_instrument)'],158,919,f,scale.n.07
scarecrow,4,an effigy in the shape of a man to frighten birds away from seeds,"['scarecrow', 'strawman']",3,920,r,scarecrow.n.01
scarf,1310,a garment worn around the head or neck or shoulders for warmth or decoration,['scarf'],752,921,f,scarf.n.01
school_bus,142,a bus used to transport children to or from school,['school_bus'],64,922,c,school_bus.n.01
scissors,1376,a tool having two crossed pivoting blades with looped handles,['scissors'],707,923,f,scissors.n.01
scoreboard,161,a large board for displaying the score of a contest (and some other information),['scoreboard'],143,924,f,scoreboard.n.01
scraper,1,any of various hand tools for scraping,['scraper'],1,925,r,scraper.n.01
screwdriver,88,a hand tool for driving screws; has a tip that fits into the head of a screw,['screwdriver'],49,926,c,screwdriver.n.01
scrubbing_brush,141,a brush with short stiff bristles for heavy cleaning,['scrubbing_brush'],126,927,f,scrub_brush.n.01
sculpture,202,a three-dimensional work of art,['sculpture'],76,928,c,sculpture.n.01
seabird,126,a bird that frequents coastal waters and the open ocean: gulls; pelicans; gannets; cormorants; albatrosses; petrels; etc.,"['seabird', 'seafowl']",11,929,c,seabird.n.01
seahorse,23,small fish with horse-like heads bent sharply downward and curled tails,['seahorse'],11,930,c,seahorse.n.02
seaplane,4,an airplane that can land on or take off from water,"['seaplane', 'hydroplane']",4,931,r,seaplane.n.01
seashell,451,the shell of a marine organism,['seashell'],39,932,c,seashell.n.01
sewing_machine,11,a textile machine used as a home appliance for sewing,['sewing_machine'],11,933,c,sewing_machine.n.01
shaker,24,a container in which something can be shaken,['shaker'],13,934,c,shaker.n.03
shampoo,254,cleansing agent consisting of soaps or detergents used for washing the hair,['shampoo'],91,935,c,shampoo.n.01
shark,20,typically large carnivorous fishes with sharpe teeth,['shark'],14,936,c,shark.n.01
sharpener,7,any implement that is used to make something (an edge or a point) sharper,['sharpener'],5,937,r,sharpener.n.01
Sharpie,5,a pen with indelible ink that will write on any surface,['Sharpie'],3,938,r,sharpie.n.03
shaver_(electric),12,a razor powered by an electric motor,"['shaver_(electric)', 'electric_shaver', 'electric_razor']",10,939,r,shaver.n.03
shaving_cream,33,toiletry consisting that forms a rich lather for softening the beard before shaving,"['shaving_cream', 'shaving_soap']",18,940,c,shaving_cream.n.01
shawl,9,cloak consisting of an oblong piece of cloth used to cover the head and shoulders,['shawl'],9,941,r,shawl.n.01
shears,38,large scissors with strong blades,['shears'],6,942,r,shears.n.01
sheep,13304,woolly usually horned ruminant mammal related to the goat,['sheep'],951,943,f,sheep.n.01
shepherd_dog,2,any of various usually long-haired breeds of dog reared to herd and guard sheep,"['shepherd_dog', 'sheepdog']",2,944,r,shepherd_dog.n.01
sherbert,2,a frozen dessert made primarily of fruit juice and sugar,"['sherbert', 'sherbet']",1,945,r,sherbert.n.01
shield,41,armor carried on the arm to intercept blows,['shield'],19,946,c,shield.n.02
shirt,10177,a garment worn on the upper half of the body,['shirt'],1942,947,f,shirt.n.01
shoe,9374,common footwear covering the foot,"['shoe', 'sneaker_(type_of_shoe)', 'tennis_shoe']",1916,948,f,shoe.n.01
shopping_bag,377,a bag made of plastic or strong paper (often with handles); used to transport goods after shopping,['shopping_bag'],139,949,f,shopping_bag.n.01
shopping_cart,90,a handcart that holds groceries or other goods while shopping,['shopping_cart'],43,950,c,shopping_cart.n.01
short_pants,5305,trousers that end at or above the knee,"['short_pants', 'shorts_(clothing)', 'trunks_(clothing)']",1969,951,f,short_pants.n.01
shot_glass,24,a small glass adequate to hold a single swallow of whiskey,['shot_glass'],5,952,r,shot_glass.n.01
shoulder_bag,331,a large handbag that can be carried by a strap looped over the shoulder,['shoulder_bag'],134,953,f,shoulder_bag.n.01
shovel,110,"a hand tool for lifting loose material such as snow, dirt, etc.",['shovel'],74,954,c,shovel.n.01
shower_head,450,a plumbing fixture that sprays water over you,['shower_head'],381,955,f,shower.n.01
shower_cap,1,a tight cap worn to keep hair dry while showering,['shower_cap'],1,956,r,shower_cap.n.01
shower_curtain,479,a curtain that keeps water from splashing out of the shower area,['shower_curtain'],381,957,f,shower_curtain.n.01
shredder_(for_paper),6,a device that shreds documents,['shredder_(for_paper)'],6,958,r,shredder.n.01
signboard,8091,structure displaying a board on which advertisements can be posted,['signboard'],1826,959,f,signboard.n.01
silo,95,a cylindrical tower used for storing goods,['silo'],28,960,c,silo.n.01
sink,2182,plumbing fixture consisting of a water basin fixed to a wall or floor and having a drainpipe,['sink'],1635,961,f,sink.n.01
skateboard,3597,a board with wheels that is ridden in a standing or crouching position and propelled by foot,['skateboard'],1967,962,f,skateboard.n.01
skewer,81,a long pin for holding meat in position while it is being roasted,['skewer'],16,963,c,skewer.n.01
ski,8496,sports equipment for skiing on snow,['ski'],1926,964,f,ski.n.01
ski_boot,8124,a stiff boot that is fastened to a ski with a ski binding,['ski_boot'],1789,965,f,ski_boot.n.01
ski_parka,1727,a parka to be worn while skiing,"['ski_parka', 'ski_jacket']",401,966,f,ski_parka.n.01
ski_pole,8263,a pole with metal points used as an aid in skiing,['ski_pole'],1968,967,f,ski_pole.n.01
skirt,1784,a garment hanging from the waist; worn mainly by girls and women,['skirt'],1167,968,f,skirt.n.02
skullcap,1,rounded brimless cap fitting the crown of the head,['skullcap'],1,969,r,skullcap.n.01
sled,102,"a vehicle or flat object for transportation over snow by sliding or pulled by dogs, etc.","['sled', 'sledge', 'sleigh']",56,970,c,sled.n.01
sleeping_bag,33,large padded bag designed to be slept in outdoors,['sleeping_bag'],17,971,c,sleeping_bag.n.01
sling_(bandage),1,bandage to support an injured forearm; slung over the shoulder or neck,"['sling_(bandage)', 'triangular_bandage']",1,972,r,sling.n.05
slipper_(footwear),121,low footwear that can be slipped on and off easily; usually worn indoors,"['slipper_(footwear)', 'carpet_slipper_(footwear)']",58,973,c,slipper.n.01
smoothie,53,a thick smooth drink consisting of fresh fruit pureed with ice cream or yoghurt or milk,['smoothie'],9,974,r,smoothie.n.02
snake,16,limbless scaly elongate reptile; some are venomous,"['snake', 'serpent']",8,975,r,snake.n.01
snowboard,2119,a board that resembles a broad ski or a small surfboard; used in a standing position to slide down snow-covered slopes,['snowboard'],1124,976,f,snowboard.n.01
snowman,61,a figure of a person made of packed snow,['snowman'],31,977,c,snowman.n.01
snowmobile,23,tracked vehicle for travel on snow having skis in front,['snowmobile'],16,978,c,snowmobile.n.01
soap,895,a cleansing agent made from the salts of vegetable or animal fats,['soap'],491,979,f,soap.n.01
soccer_ball,670,an inflated ball used in playing soccer (called `football' outside of the United States),['soccer_ball'],432,980,f,soccer_ball.n.01
sock,6866,cloth covering for the foot; worn inside the shoe; reaches to between the ankle and the knee,['sock'],1945,981,f,sock.n.01
sofa,2408,an upholstered seat for more than one person,"['sofa', 'couch', 'lounge']",1899,982,f,sofa.n.01
softball,5,ball used in playing softball,['softball'],5,983,r,softball.n.01
solar_array,52,electrical device consisting of a large array of connected solar cells,"['solar_array', 'solar_battery', 'solar_panel']",28,984,c,solar_array.n.01
sombrero,22,a straw hat with a tall crown and broad brim; worn in American southwest and in Mexico,['sombrero'],7,985,r,sombrero.n.02
soup,193,liquid food especially of meat or fish or vegetable stock often containing pieces of solid food,['soup'],146,986,f,soup.n.01
soup_bowl,2,a bowl for serving soup,['soup_bowl'],1,987,r,soup_bowl.n.01
soupspoon,44,a spoon with a rounded bowl for eating soup,['soupspoon'],25,988,c,soupspoon.n.01
sour_cream,49,soured light cream,"['sour_cream', 'soured_cream']",22,989,c,sour_cream.n.01
soya_milk,2,a milk substitute containing soybean flour and water; used in some infant formulas and in making tofu,"['soya_milk', 'soybean_milk', 'soymilk']",1,990,r,soya_milk.n.01
space_shuttle,10,a reusable spacecraft with wings for a controlled descent through the Earth's atmosphere,['space_shuttle'],10,991,r,space_shuttle.n.01
sparkler_(fireworks),12,a firework that burns slowly and throws out a shower of sparks,['sparkler_(fireworks)'],9,992,r,sparkler.n.02
spatula,508,a hand tool with a thin flexible blade used to mix or spread soft substances,['spatula'],308,993,f,spatula.n.02
spear,9,a long pointed rod used as a tool or weapon,"['spear', 'lance']",4,994,r,spear.n.01
spectacles,3040,optical instrument consisting of a frame that holds a pair of lenses for correcting defective vision,"['spectacles', 'specs', 'eyeglasses', 'glasses']",1969,995,f,spectacles.n.01
spice_rack,54,a rack for displaying containers filled with spices,['spice_rack'],45,996,c,spice_rack.n.01
spider,19,"predatory arachnid with eight legs, two poison fangs, two feelers, and usually two silk-spinning organs at the back end of the body",['spider'],12,997,c,spider.n.01
crawfish,5,large edible marine crustacean having a spiny carapace but lacking the large pincers of true lobsters,"['crawfish', 'crayfish']",1,998,r,spiny_lobster.n.02
sponge,116,a porous mass usable to absorb water typically used for cleaning,['sponge'],85,999,c,sponge.n.01
spoon,2111,a piece of cutlery with a shallow bowl-shaped container and a handle,['spoon'],1127,1000,f,spoon.n.01
sportswear,85,attire worn for sport or for casual wear,"['sportswear', 'athletic_wear', 'activewear']",11,1001,c,sportswear.n.01
spotlight,403,a lamp that produces a strong beam of light to illuminate a restricted area; used to focus attention of a stage performer,['spotlight'],60,1002,c,spotlight.n.02
squid_(food),6,(Italian cuisine) squid prepared as food,"['squid_(food)', 'calamari', 'calamary']",1,1003,r,squid.n.01
squirrel,19,a kind of arboreal rodent having a long bushy tail,['squirrel'],16,1004,c,squirrel.n.01
stagecoach,1,a large coach-and-four formerly used to carry passengers and mail on regular routes between towns,['stagecoach'],1,1005,r,stagecoach.n.01
stapler_(stapling_machine),68,a machine that inserts staples into sheets of paper in order to fasten them together,['stapler_(stapling_machine)'],65,1006,c,stapler.n.01
starfish,28,echinoderms characterized by five arms extending from a central disk,"['starfish', 'sea_star']",13,1007,c,starfish.n.01
statue_(sculpture),1934,a sculpture representing a human or animal,['statue_(sculpture)'],655,1008,f,statue.n.01
steak_(food),139,a slice of meat cut from the fleshy part of an animal or large fish,['steak_(food)'],51,1009,c,steak.n.01
steak_knife,1,a sharp table knife used in eating steak,['steak_knife'],1,1010,r,steak_knife.n.01
steering_wheel,901,a handwheel that is used for steering,['steering_wheel'],673,1011,f,steering_wheel.n.01
stepladder,5,a folding portable ladder hinged at the top,['stepladder'],5,1012,r,step_ladder.n.01
step_stool,43,a stool that has one or two steps that fold under the seat,['step_stool'],36,1013,c,step_stool.n.01
stereo_(sound_system),77,electronic device for playing audio,['stereo_(sound_system)'],54,1014,c,stereo.n.01
stew,7,food prepared by stewing especially meat or fish with vegetables,['stew'],5,1015,r,stew.n.02
stirrer,18,an implement used for stirring,['stirrer'],8,1016,r,stirrer.n.02
stirrup,625,support consisting of metal loops into which rider's feet go,['stirrup'],305,1017,f,stirrup.n.01
stool,583,a simple seat without a back or arms,['stool'],297,1018,f,stool.n.01
stop_sign,1349,a traffic sign to notify drivers that they must come to a complete stop,['stop_sign'],1053,1019,f,stop_sign.n.01
brake_light,1334,a red light on the rear of a motor vehicle that signals when the brakes are applied,['brake_light'],223,1020,f,stoplight.n.01
stove,1133,a kitchen appliance used for cooking food,"['stove', 'kitchen_stove', 'range_(kitchen_appliance)', 'kitchen_range', 'cooking_stove']",1037,1021,f,stove.n.01
strainer,99,a filter to retain larger pieces while smaller pieces and liquids pass through,['strainer'],63,1022,c,strainer.n.01
strap,7435,an elongated strip of material for binding things together or holding,['strap'],1881,1023,f,strap.n.01
straw_(for_drinking),1154,a thin paper or plastic tube used to suck liquids into the mouth,"['straw_(for_drinking)', 'drinking_straw']",507,1024,f,straw.n.04
strawberry,4386,sweet fleshy red fruit,['strawberry'],333,1025,f,strawberry.n.01
street_sign,8350,a sign visible from the street,['street_sign'],1911,1026,f,street_sign.n.01
streetlight,7381,a lamp supported on a lamppost; for illuminating a street,"['streetlight', 'street_lamp']",1765,1027,f,streetlight.n.01
string_cheese,1,cheese formed in long strings twisted together,['string_cheese'],1,1028,r,string_cheese.n.01
stylus,11,"a pointed tool for writing or drawing or engraving, including pens",['stylus'],5,1029,r,stylus.n.02
subwoofer,1,a loudspeaker that is designed to reproduce very low bass frequencies,['subwoofer'],1,1030,r,subwoofer.n.01
sugar_bowl,10,a dish in which sugar is served,['sugar_bowl'],9,1031,r,sugar_bowl.n.01
sugarcane_(plant),31,juicy canes whose sap is a source of molasses and commercial sugar; fresh canes are sometimes chewed for the juice,['sugarcane_(plant)'],2,1032,r,sugarcane.n.01
suit_(clothing),461,a set of garments (usually including a jacket and trousers or skirt) for outerwear all of the same fabric and color,['suit_(clothing)'],151,1033,f,suit.n.01
sunflower,618,any plant of the genus Helianthus having large flower heads with dark disk florets and showy yellow rays,['sunflower'],82,1034,c,sunflower.n.01
sunglasses,5603,spectacles that are darkened or polarized to protect the eyes from the glare of the sun,['sunglasses'],1931,1035,f,sunglasses.n.01
sunhat,170,a hat with a broad brim that protects the face from direct exposure to the sun,['sunhat'],41,1036,c,sunhat.n.01
surfboard,3835,a narrow buoyant board for riding surf,['surfboard'],1895,1037,f,surfboard.n.01
sushi,337,rice (with raw fish) wrapped in seaweed,['sushi'],24,1038,c,sushi.n.01
mop,22,cleaning implement consisting of absorbent material fastened to a handle; for cleaning floors,['mop'],22,1039,c,swab.n.02
sweat_pants,56,loose-fitting trousers with elastic cuffs; worn by athletes,['sweat_pants'],35,1040,c,sweat_pants.n.01
sweatband,145,a band of material tied around the forehead or wrist to absorb sweat,['sweatband'],69,1041,c,sweatband.n.02
sweater,1894,a crocheted or knitted garment covering the upper part of the body,['sweater'],962,1042,f,sweater.n.01
sweatshirt,1482,cotton knit pullover with long sleeves worn during athletic activity,['sweatshirt'],588,1043,f,sweatshirt.n.01
sweet_potato,137,the edible tuberous root of the sweet potato vine,['sweet_potato'],21,1044,c,sweet_potato.n.02
swimsuit,3141,garment worn for swimming,"['swimsuit', 'swimwear', 'bathing_suit', 'swimming_costume', 'bathing_costume', 'swimming_trunks', 'bathing_trunks']",825,1045,f,swimsuit.n.01
